ACTIVE_SPIES;活动中的间谍;;;;;;;;;;X
SPYMISSION_NONE_TITLE;无;;;;;;;;;;X
SPYMISSION_NONE_DESC;未下达任务;;;;;;;;;;X
SPYMISSION_COUNTER_ESPIONAGE_TITLE;反间谍行动;;;;;;;;;;X
SPYMISSION_COUNTER_ESPIONAGE_DESC;搜索并消灭敌方的间谍;;;;;;;;;;X
SPYMISSION_MILITARY_TITLE;刺探军事情报;;;;;;;;;;X
SPYMISSION_MILITARY_DESC;我们间谍将主要刺探敌方的军事情报;;;;;;;;;;X
SPYMISSION_TECH_TITLE;刺探科研情报;;;;;;;;;;X
SPYMISSION_POLITICAL_TITLE;刺探政治情报;;;;;;;;;;X
SPYMISSION_POLITICAL_DESC;我们的间谍将主要刺探敌方的政治情报;;;;;;;;;;X
SPYMISSION_BOOST_RULING_PARTY_TITLE;支持执政党;;;;;;;;;;X
SPYMISSION_BOOST_RULING_PARTY_DESC;通过一系列的逮捕，贿赂，勒索乃至一些巧妙的说服行动，\n我们将能提高我们的执政党的组织度。;;;;;;;;;;X
SPYMISSION_BOOST_OUR_PARTY_TITLE;支持我们的党;;;;;;;;;;X
SPYMISSION_BOOST_OUR_PARTY_DESC;通过参与以及影响本国关键的决策者，我们应当能加强与我\n们的党形态相近的政党的组织度。;;;;;;;;;;X
SPYMISSION_LOWER_NATIONAL_UNITY_TITLE;破坏国家凝聚力;;;;;;;;;;X
SPYMISSION_LOWER_NATIONAL_UNITY_DESC;依靠巧妙地传播糅合了真假消息的留言，外国广播以及在当\n地广播安插假消息，我们能够破坏这个国家的凝聚力。;;;;;;;;;;X
SPYMISSION_SUPPORT_RESISTANCE_TITLE;资助反对者;;;;;;;;;;X
SPYMISSION_SUPPORT_RESISTANCE_DESC;通过与当地抵抗组织进行接触并提供给他们一些专业训练，\n我们能够使得他们的活动更加有效。;;;;;;;;;;X
SPYMISSION_DISRUPT_RESEARCH_TITLE;拖延科研进度;;;;;;;;;;X
SPYMISSION_DISRUPT_RESEARCH_DESC;通过一些诸如破坏内部研究设施的小规模行动，我们能够拖\n延我们敌方的科技研究的进程。;;;;;;;;;;X
SPYMISSION_DISRUPT_PRODUCTION_TITLE;破坏工业生产;;;;;;;;;;X
SPYMISSION_DISRUPT_PRODUCTION_DESC;通过组织一些诸如破坏生产设施的小规模行动，我们能够通\n过政治手段对对方的生产活动产生深远的影响。;;;;;;;;;;X
SPYMISSION_LOWER_NEUTRALITY_TITLE;降低中立性;;;;;;;;;;X
SPYMISSION_LOWER_NEUTRALITY_DESC;通过宣传攻势和谣言等手段，我们会使公众在政策选择上背\n离中立而倾向于干涉主义。;;;;;;;;;;X
SPYMISSION_INCREASE_THREAT_TITLE;和平威胁论;;;;;;;;;;X
SPYMISSION_INCREASE_THREAT_DESC;我们将通过宣传攻势以及秘密手段使得该国家的对世界和平\n的威胁比其实际来得大。;;;;;;;;;;X
SPY_PRIORITY;优先;;;;;;;;;;X
SPY_LEVEL;间谍;;;;;;;;;;X
SPY_PRIORITY_0;不派遣间谍;;;;;;;;;;X
SPY_PRIORITY_1;低优先级\n-在该地我们将只派遣少量的间谍;;;;;;;;;;X
SPY_PRIORITY_2;中优先级;;;;;;;;;;X
SPY_PRIORITY_3;高优先级\n-我们将向该地优先派遣尽量多的间谍;;;;;;;;;;X
ACTIVE_SPY_MISSION;任务;;;;;;;;;;X
FREE_SPIES;休眠间谍;;;;;;;;;;X
ACTIVE_FOREIGN_SPIES;活动在外国的间谍;;;;;;;;;;X
ACTIVE_DOMESTIC_SPIES;活动在本国的间谍;;;;;;;;;;X
ESPIONAGE_CURRENT_RESEARCH;当前研究;;;;;;;;;;X
ESPIONAGE_TOP_TECH;科研强项;;;;;;;;;;X
ESPIONAGE_WEAK_TECH;科研弱项;;;;;;;;;;X
SPIESFOUNDUS_SETUP;当发现敌方间谍;;;;;;;;;;X
SPIESFOUNDUS_HEADER;$minister_of_security$ 报告以下消息：;;;;;;;;;;X
SPIESFOUNDUS_1;发现敌方间谍;;;;;;;;;;X
SPIESFOUNDUS_2;一个来自下列国家的间谍;;;;;;;;;;X
SPIESFOUNDUS_3;$WHERE$;;;;;;;;;;X
SPIESFOUNDUS_4;已被我方发现并处决;;;;;;;;;;X
SPIESFOUNDUS_5;$COUNTRY$;;;;;;;;;;X
SPIESFOUNDUS_6;*;;;;;;;;;;X
SPIESFOUNDUS_LOG;我们发现了一个由$WHERE$派遣到$COUNTRY$的间谍，\n并将其处决了。;;;;;;;;;;X
SPIESFOUNDUS_BTN1;好的;;;;;;;;;;X
SPIESFOUNDUS_BTN2;好的;;;;;;;;;;X
SPIESFOUNDUS_BTN3;详情;;;;;;;;;;X
SPIESFOUNDUS_MAP;*;;;;;;;;;;X
SPIESFOUNDTHEM_SETUP;当我们的一名间谍被发现;;;;;;;;;;X
SPIESFOUNDTHEM_HEADER;$minister_of_intelligence$ 报告;;;;;;;;;;X
SPIESFOUNDTHEM_1;我们的间谍被发现;;;;;;;;;;X
SPIESFOUNDTHEM_2;我们在如下地区的一个间谍;;;;;;;;;;X
SPIESFOUNDTHEM_3;$WHERE$;;;;;;;;;;X
SPIESFOUNDTHEM_4;已经被发现。;;;;;;;;;;X
SPIESFOUNDTHEM_5;*;;;;;;;;;;X
SPIESFOUNDTHEM_6;*;;;;;;;;;;X
SPIESFOUNDTHEM_LOG;我们在$WHERE$的一个间谍已经被发现。;;;;;;;;;;X
SPIESFOUNDTHEM_BTN1;好的;;;;;;;;;;X
SPIESFOUNDTHEM_BTN2;好的;;;;;;;;;;X
SPIESFOUNDTHEM_BTN3;详情;;;;;;;;;;X
SPIESFOUNDTHEM_MAP;*;;;;;;;;;;X
SEND_SPY_PRIORITY;间谍派遣优先权;;;;;;;;;;X
PARTISAN_EFFICIENCY;游击队效率;;;;;;;;;;X
SPY_UNITS_LABEL;已知单位：$COUNT$;;;;;;;;;;X
spy_lower_national_unity;降低国家凝聚力;;;;;;;;;;X
spy_raise_national_unity;提高国家凝聚力;;;;;;;;;;X
disrupt_production;扰乱生产;;;;;;;;;;X
disrupt_research;干扰研究;;;;;;;;;;X
spy_lower_neutrality;降低中立性;;;;;;;;;;X
spy_support_resistance;支持抵抗力量。;;;;;;;;;;X
